Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
14-Apr-25,22:05:52,T1814095,Completed,C1405808,Go Sedan,Jhilmil,IMT Manesar,,,,,,,451,45.05,4.3,3.7,Credit Card
06-Feb-25,18:11:02,T7085274,Completed,C9197539,Go Sedan,Sonipat,Janakpuri,,,,,,,68,4.8,4.3,5,Credit Card
12-Apr-25,17:49:26,T2736271,Completed,C2932454,Go Sedan,Golf Course Road,Azadpur,,,,,,,377,13.32,4.3,4.2,Credit Card
01-May-25,9:50:47,T2201813,Completed,C1211789,Go Sedan,Udyog Vihar,Lok Kalyan Marg,,,,,,,559,10.24,4.3,5,Credit Card
13-Dec-25,13:15:21,T2539253,Completed,C1382949,Go Sedan,Badshahpur,Moolchand,,,,,,,439,25.82,4.3,4.2,Credit Card
16-Mar-25,6:01:16,T2170958,Completed,C5620974,Go Sedan,Gurgaon Sector 56,Nehru Place,,,,,,,1444,34.73,4.3,5,Credit Card
17-May-25,22:33:38,T9047476,Completed,C7930538,Go Sedan,IFFCO Chowk,Rohini West,,,,,,,163,10.12,4.3,4.4,Credit Card
14-Sep-25,15:33:44,T8333217,Completed,C9236980,Go Sedan,Rohini East,Mehrauli,,,,,,,1363,41.35,4.3,4.7,Credit Card
29-Mar-25,6:58:45,T9490822,Completed,C7403313,Go Sedan,Gwal Pahari,Kashmere Gate ISBT,,,,,,,1429,17.01,4.3,4.7,Credit Card
04-May-25,4:51:41,T6094262,Completed,C3550877,Go Sedan,Tis Hazari,AIIMS,,,,,,,1385,22.16,4.3,3.3,Credit Card
16-May-25,5:41:32,T3510223,Completed,C2269895,Go Sedan,Greater Noida,Uttam Nagar,,,,,,,493,37.55,4.3,4.9,Credit Card
12-Jul-25,18:25:56,T4748607,Completed,C2197218,Go Sedan,Aya Nagar,Gurgaon Sector 29,,,,,,,179,7.63,4.3,4.9,Credit Card
03-Aug-25,21:31:05,T9947433,Completed,C5436348,Go Sedan,Barakhamba Road,Subhash Chowk,,,,,,,310,13.47,4.3,4.3,Credit Card
06-May-25,4:03:39,T6759000,Completed,C4812169,Go Sedan,INA Market,Tis Hazari,,,,,,,213,6.34,4.3,4.3,Credit Card
27-Oct-25,19:51:22,T3083986,Completed,C4867946,Go Sedan,Palam Vihar,Ardee City,,,,,,,489,20.59,4.3,4.7,Credit Card
07-Jan-25,17:35:01,T1541187,Completed,C6659457,Go Sedan,Subhash Nagar,Tilak Nagar,,,,,,,127,49.09,4.3,4.6,Credit Card
19-Mar-25,21:29:39,T6117284,Completed,C4791700,Go Sedan,Lal Quila,Aya Nagar,,,,,,,333,19.79,4.3,4.9,Credit Card
04-Oct-25,18:09:59,T2138627,Completed,C9351925,Go Sedan,Narsinghpur,Jahangirpuri,,,,,,,397,2.4,4.3,3.4,Credit Card
05-Jun-25,18:49:14,T9464374,Completed,C1153189,Go Sedan,Paharganj,Malviya Nagar,,,,,,,613,34.83,4.3,4.7,Credit Card
22-Oct-25,13:40:30,T9939209,Completed,C6557390,Go Sedan,Panchsheel Park,Sarai Kale Khan,,,,,,,506,39.92,4.3,4.3,Credit Card
10-Jan-25,16:30:16,T7926700,Completed,C6870095,Go Sedan,Kanhaiya Nagar,Preet Vihar,,,,,,,100,37.76,4.3,4.9,Credit Card
28-Mar-25,6:00:08,T7807576,Completed,C9614878,Go Sedan,Mehrauli,Ashram,,,,,,,722,31.32,4.3,4.6,Credit Card
03-Dec-25,16:21:17,T5741117,Completed,C6776136,Go Sedan,Gurgaon Sector 56,Laxmi Nagar,,,,,,,338,5.77,4.3,4.5,Credit Card
08-Mar-25,13:27:44,T9053017,Completed,C3146974,Go Sedan,Barakhamba Road,ITO,,,,,,,112,35.45,4.3,3.7,Credit Card
15-Sep-25,15:05:23,T7684090,Completed,C6495762,Go Sedan,Noida Sector 62,Sultanpur,,,,,,,1356,27.01,4.3,4.1,Credit Card
26-Oct-25,12:57:19,T5805190,Completed,C8164230,Go Sedan,Mandi House,Gwal Pahari,,,,,,,3140,31.09,4.3,4.9,Credit Card
31-Jan-25,19:41:44,T6465090,Completed,C8055451,Go Sedan,Jama Masjid,Sonipat,,,,,,,483,43.12,4.3,4.3,Credit Card
18-Jun-25,9:30:00,T6207874,Completed,C1895220,Go Sedan,Central Secretariat,Maidan Garhi,,,,,,,349,34.93,4.3,4.3,Credit Card
28-Jan-25,9:18:36,T9655439,Completed,C9797728,Go Sedan,Jor Bagh,Badarpur,,,,,,,1557,35.52,4.3,4.2,Credit Card
21-Jun-25,18:37:17,T2035048,Completed,C2975029,Go Sedan,Paschim Vihar,Akshardham,,,,,,,242,42,4.3,4.2,Credit Card
23-Feb-25,16:40:14,T6387332,Completed,C6625720,Go Sedan,Tilak Nagar,Greater Noida,,,,,,,395,31.67,4.3,4.6,Credit Card
02-Feb-25,7:42:17,T8442122,Completed,C1207840,Go Sedan,Basai Dhankot,Tis Hazari,,,,,,,140,16.59,4.3,4.6,Credit Card
06-May-25,10:44:11,T1918041,Completed,C1106927,Go Sedan,Dwarka Mor,Khandsa,,,,,,,752,33.11,4.3,4.6,Credit Card
27-Dec-25,9:29:38,T1100316,Completed,C7145721,Go Sedan,Tagore Garden,Noida Extension,,,,,,,270,15.39,4.3,4.8,Credit Card
09-May-25,7:12:58,T9512263,Completed,C6480406,Go Sedan,Raj Nagar Extension,Manesar,,,,,,,98,48.26,4.3,4.3,Credit Card
15-Mar-25,13:43:46,T7417790,Completed,C7654713,Go Sedan,Lajpat Nagar,Govindpuri,,,,,,,770,48.93,4.3,5,Credit Card
10-Oct-25,14:14:15,T7208036,Completed,C9888315,Go Sedan,Seelampur,Udyog Vihar,,,,,,,397,17.57,4.3,4.6,Credit Card
06-Nov-25,4:08:03,T5176689,Completed,C4088896,Go Sedan,Udyog Vihar,Bhiwadi,,,,,,,858,9.52,4.3,4.3,Credit Card
24-Aug-25,6:27:05,T4149582,Completed,C1923363,Go Sedan,Hero Honda Chowk,IGNOU Road,,,,,,,501,23.73,4.3,3.8,Credit Card
07-Feb-25,11:57:37,T4250059,Completed,C3945189,Go Sedan,Subhash Chowk,Kherki Daula Toll,,,,,,,112,49.82,4.3,4.3,Credit Card
21-Jul-25,12:13:59,T1233988,Completed,C4879801,Go Sedan,Tis Hazari,IFFCO Chowk,,,,,,,881,10.98,4.3,4.1,Credit Card
31-Jan-25,21:11:02,T3402828,Completed,C9963696,Go Sedan,Mehrauli,Kashmere Gate,,,,,,,509,36.09,4.3,4.2,Credit Card
19-Feb-25,19:24:02,T9842620,Completed,C1073223,Go Sedan,Raj Nagar Extension,Green Park,,,,,,,329,5.5,4.3,4.9,Credit Card
08-Aug-25,19:55:34,T9010032,Completed,C2709426,Go Sedan,Green Park,Netaji Subhash Place,,,,,,,475,17.66,4.3,4.9,Credit Card
08-Aug-25,23:28:23,T2205166,Completed,C9090680,Go Sedan,IMT Manesar,Mayur Vihar,,,,,,,153,16.55,4.3,4.4,Credit Card
30-Jan-25,10:00:19,T6071541,Completed,C7740128,Go Sedan,Badarpur,Udyog Vihar Phase 4,,,,,,,797,17.5,4.3,4.2,Credit Card
23-Mar-25,11:02:17,T4676107,Completed,C1543961,Go Sedan,Manesar,Shivaji Park,,,,,,,347,21.62,4.3,4.3,Credit Card
04-Apr-25,16:32:24,T2128612,Completed,C9145458,Go Sedan,Rajiv Chowk,Vinobapuri,,,,,,,967,29.2,4.3,4,Credit Card
12-Jun-25,16:24:15,T1438898,Completed,C3386565,Go Sedan,Ghaziabad,Ghitorni Village,,,,,,,426,33.5,4.3,4.5,Credit Card
18-Aug-25,10:12:17,T8092809,Completed,C8652533,Go Sedan,Shastri Park,Kashmere Gate ISBT,,,,,,,1251,4.49,4.3,4.8,Credit Card
17-Mar-25,11:42:12,T1069160,Completed,C4223157,Go Sedan,Chirag Delhi,Sarai Kale Khan,,,,,,,73,14.31,4.3,4.4,Credit Card
24-Dec-25,11:30:55,T7717026,Completed,C8476806,Go Sedan,Faridabad Sector 15,Rajouri Garden,,,,,,,490,32.61,4.3,4.7,Credit Card
15-Aug-25,11:04:56,T9486382,Completed,C7202541,Go Sedan,Connaught Place,Netaji Subhash Place,,,,,,,123,10.19,4.3,4.5,Credit Card
01-Mar-25,9:37:30,T6659081,Completed,C9786500,Go Sedan,Udyog Vihar Phase 4,Chhatarpur,,,,,,,387,44.95,4.3,4.2,Credit Card
14-Jul-25,13:44:00,T2912167,Completed,C5403475,Go Sedan,Rajiv Chowk,Akshardham,,,,,,,982,2.58,4.3,4.9,Credit Card
28-Sep-25,12:52:15,T7027802,Completed,C6083361,Go Sedan,Ghaziabad,Hauz Khas,,,,,,,1006,19.92,4.3,4.8,Credit Card
01-Feb-25,10:19:37,T1561185,Completed,C3654103,Go Sedan,DLF City Court,Dwarka Sector 21,,,,,,,316,20.71,4.3,4.7,Credit Card
26-Dec-25,22:50:43,T6435081,Completed,C8406829,Go Sedan,Malviya Nagar,IGNOU Road,,,,,,,480,4,4.3,4.9,Credit Card
17-Dec-25,20:40:06,T1730415,Completed,C3187742,Go Sedan,Netaji Subhash Place,Jor Bagh,,,,,,,640,16.69,4.3,4.6,Credit Card
04-Feb-25,20:00:50,T1039395,Completed,C5928619,Go Sedan,Hero Honda Chowk,Gurgaon Railway Station,,,,,,,781,32.83,4.3,4.2,Credit Card
23-Aug-25,7:48:04,T1780284,Completed,C6034371,Go Sedan,Subhash Chowk,Chirag Delhi,,,,,,,209,18.77,4.3,5,Credit Card
08-Nov-25,21:07:40,T8756711,Completed,C2878437,Go Sedan,Rajiv Nagar,Tagore Garden,,,,,,,551,8.07,4.3,5,Credit Card
03-Oct-25,15:43:32,T4649917,Completed,C8040929,Go Sedan,Jahangirpuri,Govindpuri,,,,,,,408,34.22,4.3,4.7,Credit Card
29-Jun-25,6:25:36,T1362033,Completed,C9126550,Go Sedan,Central Secretariat,Munirka,,,,,,,424,18.54,4.3,4.6,Credit Card
02-Aug-25,5:05:03,T4420773,Completed,C5388661,Go Sedan,Chanakyapuri,Green Park,,,,,,,340,28.69,4.3,4.6,Credit Card
30-Aug-25,9:18:47,T5356708,Completed,C2518845,Go Sedan,INA Market,New Delhi Railway Station,,,,,,,569,5.22,4.3,4.8,Credit Card
08-Oct-25,9:25:02,T1974864,Completed,C8733591,Go Sedan,Manesar,Maidan Garhi,,,,,,,226,15.26,4.3,4.8,Credit Card
23-Jun-25,18:16:30,T7352317,Completed,C5373357,Go Sedan,Dwarka Mor,Lajpat Nagar,,,,,,,421,36.42,4.3,4.6,Credit Card
29-Dec-25,22:41:36,T5535763,Completed,C5184194,Go Sedan,Kadarpur,MG Road,,,,,,,618,45.19,4.3,4.3,Credit Card
02-Dec-25,6:29:27,T4714478,Completed,C1805112,Go Sedan,Rohini East,Inderlok,,,,,,,487,37.28,4.3,4.3,Credit Card
25-Aug-25,11:33:26,T2106016,Completed,C7297424,Go Sedan,Mayur Vihar,Sarai Kale Khan,,,,,,,355,26.75,4.3,4.9,Credit Card
25-Mar-25,13:06:53,T9121577,Completed,C5503882,Go Sedan,Gwal Pahari,Jasola,,,,,,,458,25.97,4.3,4.2,Credit Card
01-Sep-25,21:44:37,T3631162,Completed,C8228377,Go Sedan,Hero Honda Chowk,Sadar Bazar Gurgaon,,,,,,,212,8.42,4.3,4.4,Credit Card
30-Jun-25,21:39:58,T6974644,Completed,C6940855,Go Sedan,Kirti Nagar,Dilshad Garden,,,,,,,283,6.32,4.3,4.1,Credit Card
14-Feb-25,16:20:18,T7477434,Completed,C6491291,Go Sedan,Pataudi Chowk,Nirman Vihar,,,,,,,402,19.14,4.3,4.9,Credit Card
02-Apr-25,7:04:13,T5723252,Completed,C7000251,Go Sedan,Welcome,Nirman Vihar,,,,,,,139,44.76,4.3,3.3,Credit Card
25-Sep-25,7:25:55,T4171812,Completed,C7596151,Go Sedan,Satguru Ram Singh Marg,Rajouri Garden,,,,,,,467,40.02,4.3,5,Credit Card
08-Aug-25,13:40:45,T4163102,Completed,C4239057,Go Sedan,Nirman Vihar,IGI Airport,,,,,,,1493,46.65,4.3,4.4,Credit Card
21-Jan-25,12:00:50,T1379242,Completed,C7574876,Go Sedan,Mundka,Tis Hazari,,,,,,,832,38.08,4.3,4.4,Credit Card
16-Mar-25,17:05:33,T8626807,Completed,C7686479,Go Sedan,Kirti Nagar,DLF Phase 3,,,,,,,235,4.21,4.3,3.2,Credit Card
25-Jan-25,16:42:11,T1226716,Completed,C2824075,Go Sedan,Karkarduma,Nawada,,,,,,,885,13.25,4.3,4.8,Credit Card
17-Feb-25,20:27:42,T7465917,Completed,C8457325,Go Sedan,Pulbangash,Delhi Gate,,,,,,,622,17.17,4.3,4.5,Credit Card
23-Mar-25,22:37:09,T7024963,Completed,C6596996,Go Sedan,Adarsh Nagar,Bhikaji Cama Place,,,,,,,1170,49.12,4.3,4.6,Credit Card
02-Dec-25,12:51:37,T8317345,Completed,C3903221,Go Sedan,Tagore Garden,Kalkaji,,,,,,,828,11.79,4.3,4.5,Credit Card
20-Jul-25,18:46:03,T2914135,Completed,C1659770,Go Sedan,Vasant Kunj,Okhla,,,,,,,836,20.08,4.3,4.8,Credit Card
21-Jun-25,22:10:42,T4020121,Completed,C1138612,Go Sedan,Botanical Garden,Nawada,,,,,,,485,12.42,4.3,3.5,Credit Card
05-Mar-25,8:43:14,T6397347,Completed,C7179102,Go Sedan,Uttam Nagar,Tagore Garden,,,,,,,405,15.06,4.3,4.2,Credit Card
16-Mar-25,20:55:43,T2128119,Completed,C3718003,Go Sedan,Welcome,Rajiv Chowk,,,,,,,474,18.51,4.3,4.9,Credit Card
20-Oct-25,8:19:02,T3172854,Completed,C2298779,Go Sedan,Ambience Mall,Akshardham,,,,,,,2852,10.68,4.3,3.9,Credit Card
20-Oct-25,14:03:28,T5347827,Completed,C3716895,Go Sedan,Rithala,India Gate,,,,,,,509,24.66,4.3,4.5,Credit Card
06-Jun-25,19:47:20,T7144983,Completed,C9137840,Go Sedan,Gurgaon Railway Station,Udyog Vihar Phase 4,,,,,,,410,4.73,4.3,4.2,Credit Card
25-Apr-25,14:37:27,T3509693,Completed,C1294982,Go Sedan,Gurgaon Sector 56,Adarsh Nagar,,,,,,,236,35.8,4.3,4.6,Credit Card
19-Jan-25,9:51:40,T7015615,Completed,C9041277,Go Sedan,Shivaji Park,Tagore Garden,,,,,,,731,40.63,4.3,4.6,Credit Card
11-Nov-25,9:30:36,T9309105,Completed,C3693696,Go Sedan,Model Town,Vasant Kunj,,,,,,,380,39.24,4.3,4.5,Credit Card
05-Jan-25,5:05:01,T1964078,Completed,C6472326,Bike,Sonipat,INA Market,,,,,,,338,5.58,4.3,4.8,Credit Card
28-Dec-25,10:07:01,T4212554,Completed,C7997658,Bike,Gurgaon Sector 56,Rajiv Chowk,,,,,,,348,36.09,4.3,5,Credit Card
05-Mar-25,21:01:49,T3765385,Completed,C2382992,Bike,Hauz Khas,Lajpat Nagar,,,,,,,102,30.41,4.3,4.2,Credit Card
22-Mar-25,2:48:37,T1152165,Completed,C7766020,Bike,Sohna Road,Kadarpur,,,,,,,443,22.47,4.3,4.3,Credit Card
17-Oct-25,16:54:57,T4589580,Completed,C4108210,Bike,Raj Nagar Extension,Golf Course Road,,,,,,,184,32.38,4.3,4.5,Credit Card
18-Aug-25,14:54:02,T3515203,Completed,C8741259,Bike,Noida Sector 62,Rajouri Garden,,,,,,,647,28.04,4.3,4.9,Credit Card
03-Jan-25,19:50:21,T8985900,Completed,C8670257,Bike,Kaushambi,Manesar,,,,,,,127,46.61,4.3,4.2,Credit Card
27-May-25,21:50:53,T5444179,Completed,C6747978,Bike,Khan Market,Sushant Lok,,,,,,,354,39.71,4.3,4.3,Credit Card
17-Feb-25,15:06:32,T6719613,Completed,C6098633,Bike,Ambience Mall,Vaishali,,,,,,,974,49.71,4.3,4.6,Credit Card
14-Nov-25,17:43:21,T3241891,Completed,C5517114,Bike,Kaushambi,IFFCO Chowk,,,,,,,72,11.55,4.3,3.9,Credit Card
02-Oct-25,23:21:35,T1700321,Completed,C9981342,Bike,Sohna Road,Narsinghpur,,,,,,,448,42.21,4.3,4.7,Credit Card
12-Jan-25,17:00:56,T7482291,Completed,C9112421,Bike,Tis Hazari,Arjangarh,,,,,,,494,48.17,4.3,4.4,Credit Card
28-Feb-25,10:21:27,T3009909,Completed,C9400069,Bike,Panchsheel Park,Noida Sector 18,,,,,,,351,30.48,4.3,4.1,Credit Card
30-Mar-25,19:16:37,T7330072,Completed,C8338174,Bike,Sultanpur,Noida Extension,,,,,,,841,11.81,4.3,4.3,Credit Card
30-Jul-25,22:53:21,T8132576,Completed,C3721754,Bike,Badshahpur,Ashram,,,,,,,420,36.74,4.3,4.9,Credit Card
05-Apr-25,18:26:09,T8543788,Completed,C7410326,Bike,Jor Bagh,Badarpur,,,,,,,449,41.8,4.3,4.2,Credit Card
22-Jul-25,3:03:29,T9464035,Completed,C7934673,Bike,Moolchand,Moti Nagar,,,,,,,209,29.46,4.3,4.6,Credit Card
12-Oct-25,12:59:27,T4327191,Completed,C6658485,Bike,Welcome,Indraprastha,,,,,,,286,2.92,4.3,4.6,Credit Card
15-Sep-25,19:05:02,T5981476,Completed,C7087512,Bike,Bhiwadi,ITO,,,,,,,1509,9,4.3,4.3,Credit Card
24-Sep-25,15:03:40,T9941176,Completed,C1006600,Bike,Ashok Vihar,IFFCO Chowk,,,,,,,90,33.87,4.3,4.3,Credit Card
16-Nov-25,18:27:32,T6998288,Completed,C1416786,Bike,Barakhamba Road,Kaushambi,,,,,,,927,9.36,4.3,3.9,Credit Card
04-Feb-25,11:20:31,T7531191,Completed,C6088296,Bike,IMT Manesar,Greater Kailash,,,,,,,254,19.42,4.3,4.3,Credit Card
18-Jul-25,11:53:02,T8904363,Completed,C2819763,Bike,Sikanderpur,Bhiwadi,,,,,,,122,8.68,4.3,4.8,Credit Card
09-Aug-25,15:48:33,T6205727,Completed,C9997400,Bike,Sohna Road,Netaji Subhash Place,,,,,,,924,46.95,4.3,3.6,Credit Card
20-Nov-25,19:20:17,T9602323,Completed,C8766883,Bike,Rajiv Chowk,Delhi Gate,,,,,,,436,15.64,4.3,4.2,Credit Card
20-Jun-25,13:21:08,T7276343,Completed,C2882212,Bike,Lok Kalyan Marg,Ashok Vihar,,,,,,,584,16.31,4.3,4.4,Credit Card
02-Jun-25,17:57:07,T8437852,Completed,C5323798,Bike,Subhash Chowk,Satguru Ram Singh Marg,,,,,,,191,40.16,4.3,4.6,Credit Card
17-May-25,18:44:28,T1621750,Completed,C2270554,Bike,Azadpur,Vatika Chowk,,,,,,,457,38.61,4.3,3.9,Credit Card
02-Feb-25,21:55:50,T7696968,Completed,C6516609,Bike,Satguru Ram Singh Marg,IFFCO Chowk,,,,,,,692,29.47,4.3,5,Credit Card
22-Dec-25,10:55:01,T4240392,Completed,C8335583,Bike,Tagore Garden,Gurgaon Sector 29,,,,,,,362,42.89,4.3,4.9,Credit Card
16-Aug-25,21:26:57,T8228549,Completed,C9156746,Bike,Noida Extension,Palam Vihar,,,,,,,708,40.74,4.3,4.7,Credit Card
17-Oct-25,19:55:24,T7951722,Completed,C1994198,Bike,Mansarovar Park,New Colony,,,,,,,391,2.45,4.3,3.9,Credit Card
02-Dec-25,15:42:07,T8641199,Completed,C4864767,Bike,Ghaziabad,Rohini West,,,,,,,149,45.07,4.3,3.6,Credit Card
09-Jun-25,20:30:14,T2704843,Completed,C2555301,Bike,Saidulajab,Paharganj,,,,,,,227,15.83,4.3,4.1,Credit Card
17-Apr-25,16:53:25,T8300775,Completed,C7366989,Bike,Subhash Chowk,Akshardham,,,,,,,167,39.23,4.3,5,Credit Card
20-May-25,21:57:55,T7791389,Completed,C6206999,Bike,Saket,Ghaziabad,,,,,,,489,22.4,4.3,4.3,Credit Card
08-Apr-25,17:24:36,T6583400,Completed,C7369686,Bike,Vatika Chowk,Kadarpur,,,,,,,91,39.32,4.3,3.9,Credit Card
21-Mar-25,10:16:41,T2192246,Completed,C5360271,Bike,Greater Noida,Rithala,,,,,,,476,5.24,4.3,4.1,Credit Card
24-Jan-25,11:39:16,T4951323,Completed,C3848198,Bike,Kirti Nagar,Gurgaon Sector 56,,,,,,,974,27.79,4.3,4.4,Credit Card
16-Jul-25,18:21:57,T7572409,Completed,C6711200,Bike,Lajpat Nagar,Shivaji Park,,,,,,,306,37.68,4.3,4.9,Credit Card
08-Sep-25,17:19:09,T3364364,Completed,C1040308,Bike,Rajiv Nagar,Aya Nagar,,,,,,,381,42.5,4.3,4.3,Credit Card
18-Apr-25,16:38:23,T7968807,Completed,C4660465,Bike,Sohna Road,New Colony,,,,,,,247,33.68,4.3,4.3,Credit Card
28-Mar-25,15:55:05,T2794539,Completed,C6189984,Bike,Green Park,Delhi Gate,,,,,,,171,24.51,4.3,5,Credit Card
20-Jul-25,5:55:11,T6843859,Completed,C9228061,Bike,RK Puram,Shastri Park,,,,,,,162,49.44,4.3,4.8,Credit Card
25-Aug-25,15:21:44,T7023282,Completed,C5485276,Bike,Meerut,Lajpat Nagar,,,,,,,143,46.09,4.3,4.9,Credit Card
07-Aug-25,18:32:01,T7602478,Completed,C3657171,Bike,Akshardham,Chandni Chowk,,,,,,,65,3.1,4.3,4.3,Credit Card
30-Oct-25,14:12:01,T5994206,Completed,C2838694,Bike,Kadarpur,Akshardham,,,,,,,507,40.97,4.3,5,Credit Card
18-Sep-25,10:53:02,T4373377,Completed,C2659436,Bike,Rohini,Kadarpur,,,,,,,927,10.11,4.3,5,Credit Card
26-Dec-25,16:14:08,T2253933,Completed,C6105195,Bike,Tagore Garden,MG Road,,,,,,,167,16.32,4.3,3.3,Credit Card
03-Jan-25,11:22:39,T3760159,Completed,C4600028,Bike,MG Road,Inderlok,,,,,,,267,15.81,4.3,4.3,Credit Card
16-May-25,12:15:51,T7196890,Completed,C3305944,Bike,Lal Quila,Tilak Nagar,,,,,,,649,18.69,4.3,3.7,Credit Card
12-Jan-25,11:55:37,T2271617,Completed,C5430498,Bike,Vasant Kunj,Sarojini Nagar,,,,,,,802,38.42,4.3,3.4,Credit Card
27-Jan-25,12:31:06,T6817452,Completed,C8121826,Bike,Huda City Centre,Lajpat Nagar,,,,,,,661,13.97,4.3,4.6,Credit Card
03-Jul-25,20:35:08,T3351584,Completed,C3926315,Bike,Mehrauli,Subhash Nagar,,,,,,,469,31.45,4.3,4.9,Credit Card
10-Jan-25,20:52:35,T7333721,Completed,C7832413,Bike,Inderlok,Golf Course Road,,,,,,,656,45.99,4.3,4.7,Credit Card
17-Nov-25,12:26:11,T7616575,Completed,C1098280,Bike,Qutub Minar,Connaught Place,,,,,,,429,30.86,4.3,4.1,Credit Card
06-Apr-25,6:17:10,T1468217,Completed,C5724176,Bike,Inderlok,Govindpuri,,,,,,,422,2.99,4.3,4.2,Credit Card
19-Sep-25,6:06:31,T4888905,Completed,C6639906,Bike,Chanakyapuri,Hauz Rani,,,,,,,648,7.94,4.3,4.5,Credit Card
27-Mar-25,7:48:41,T8269859,Completed,C6691587,Bike,Chandni Chowk,Kaushambi,,,,,,,148,35.26,4.3,4.6,Credit Card
31-Mar-25,14:32:02,T5917588,Completed,C1621679,Bike,DLF Phase 3,Moolchand,,,,,,,112,3.32,4.3,4.3,Credit Card
07-Jun-25,20:10:42,T7103421,Completed,C2339403,Bike,DLF City Court,New Colony,,,,,,,333,35.01,4.3,3,Credit Card
08-Jul-25,12:07:18,T1270679,Completed,C1334619,Bike,Shahdara,Sadar Bazar Gurgaon,,,,,,,235,3.16,4.3,4.2,Credit Card
06-Jan-25,18:54:39,T9154437,Completed,C4499807,Bike,INA Market,Azadpur,,,,,,,175,23.76,4.3,4.6,Credit Card
04-Feb-25,6:36:09,T7413086,Completed,C1025055,Bike,Central Secretariat,Mandi House,,,,,,,1037,44.6,4.3,4.2,Credit Card
18-Jul-25,21:58:23,T4015945,Completed,C5498199,Bike,Udyog Vihar Phase 4,Vasant Kunj,,,,,,,813,12.64,4.3,4.6,Credit Card
25-Apr-25,5:20:09,T1128685,Completed,C6579950,Bike,Kaushambi,Raj Nagar Extension,,,,,,,303,10.46,4.3,4.2,Credit Card
12-Mar-25,20:40:28,T2238498,Completed,C2476791,Bike,Nehru Place,Gurgaon Railway Station,,,,,,,300,12.12,4.3,4.3,Credit Card
13-Jun-25,9:52:14,T5468776,Completed,C2876056,Bike,Ghitorni Village,Model Town,,,,,,,203,24.3,4.3,4.2,Credit Card
27-Jun-25,9:05:09,T8620892,Completed,C4251482,Bike,Lajpat Nagar,Tughlakabad,,,,,,,1814,21.08,4.3,4,Credit Card
15-Dec-25,9:26:18,T8659235,Completed,C6211824,Bike,New Colony,Mayur Vihar,,,,,,,1352,30.54,4.3,4.9,Credit Card
07-Mar-25,13:31:04,T3234913,Completed,C1542701,Bike,Tughlakabad,Udyog Vihar,,,,,,,937,40.9,4.3,4.6,Credit Card
14-Aug-25,10:38:44,T4353288,Completed,C2952377,Bike,Shahdara,Udyog Bhawan,,,,,,,103,21.2,4.3,4.7,Credit Card
22-Mar-25,6:39:19,T8674008,Completed,C2263390,Bike,RK Puram,Barakhamba Road,,,,,,,74,31.29,4.3,4.2,Credit Card
14-May-25,19:56:43,T1261204,Completed,C8619763,Bike,Shastri Park,Vinobapuri,,,,,,,147,48.17,4.3,4.4,Credit Card
04-Jan-25,10:09:40,T6876178,Completed,C2226335,Bike,Panipat,Paschim Vihar,,,,,,,713,42.54,4.3,4.1,Credit Card
31-Mar-25,11:49:46,T1747698,Completed,C8449699,Bike,Punjabi Bagh,Paharganj,,,,,,,1746,45.4,4.3,5,Credit Card
09-Oct-25,15:27:05,T9118143,Completed,C2415996,Bike,Netaji Subhash Place,Ambience Mall,,,,,,,290,24.13,4.3,4.2,Credit Card
19-Jun-25,11:50:00,T7033654,Completed,C6525483,Bike,Gwal Pahari,Akshardham,,,,,,,246,7.87,4.3,4.5,Credit Card
24-Aug-25,18:51:09,T2290944,Completed,C3952528,Bike,Inderlok,Moti Nagar,,,,,,,2933,41.23,4.3,4.9,Credit Card
20-Apr-25,10:00:16,T6734652,Completed,C4264744,Bike,Palam Vihar,Azadpur,,,,,,,455,38.71,4.3,4.9,Credit Card
16-Dec-25,14:53:39,T8294543,Completed,C9442534,Bike,Pitampura,MG Road,,,,,,,357,23.86,4.3,4.7,Credit Card
13-Jan-25,16:51:52,T7630397,Completed,C2709276,Bike,AIIMS,Sarojini Nagar,,,,,,,937,38.59,4.3,5,Credit Card
08-Oct-25,22:31:44,T4264955,Completed,C3121210,Bike,Gwal Pahari,Kaushambi,,,,,,,215,19.46,4.3,3.3,Credit Card
27-Aug-25,15:01:23,T7875175,Completed,C9025932,Bike,Tis Hazari,AIIMS,,,,,,,417,23.59,4.3,5,Credit Card
02-Oct-25,18:50:30,T2960264,Completed,C2094656,Bike,Arjangarh,Noida Sector 18,,,,,,,303,45.87,4.3,4.8,Credit Card
28-May-25,12:19:58,T8639975,Completed,C7809925,Bike,Malviya Nagar,Jhilmil,,,,,,,490,12.27,4.3,4.4,Credit Card
11-Mar-25,17:28:07,T2791619,Completed,C5309324,Bike,Ashok Park Main,Noida Sector 18,,,,,,,479,22.7,4.3,4.2,Credit Card
24-Apr-25,9:35:30,T2768160,Completed,C4128122,Bike,Tagore Garden,ITO,,,,,,,393,9.44,4.3,3.3,Credit Card
23-Sep-25,19:05:15,T4347420,Completed,C8121336,Bike,Shastri Nagar,Jama Masjid,,,,,,,564,6.56,4.3,4.8,Credit Card
